Cow_ID,Milk_pH,Milk_Temperature,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Day,class1,data_source
COW-142,6.7,37.95,4.47,94072,19.7,212,0,Kaggle Cow Mastitis (From milk)
COW-102,6.61,38.16,4.25,166001,25.7,254,0,Kaggle Cow Mastitis (From milk)
COW-120,6.42,38.14,4.71,170760,21.7,136,0,Kaggle Cow Mastitis (From milk)
COW-148,7.26,39.67,7.16,625065,6.9,288,1,Kaggle Cow Mastitis (From milk)
COW-133,6.67,38.32,5.09,107686,17.0,111,0,Kaggle Cow Mastitis (From milk)
COW-139,6.72,38.5,5.49,177003,22.9,75,0,Kaggle Cow Mastitis (From milk)
COW-132,6.54,38.34,5.29,82523,19.2,47,0,Kaggle Cow Mastitis (From milk)
COW-108,7.11,38.9,8.0,466735,13.3,82,1,Kaggle Cow Mastitis (From milk)
COW-116,6.46,38.46,5.58,89740,16.9,237,0,Kaggle Cow Mastitis (From milk)
COW-108,7.25,40.4,9.73,1124290,10.7,51,1,Kaggle Cow Mastitis (From milk)
COW-137,6.93,39.74,7.33,1215699,10.2,186,1,Kaggle Cow Mastitis (From milk)
COW-140,6.72,38.45,5.66,159368,20.3,192,0,Kaggle Cow Mastitis (From milk)
COW-129,7.11,39.95,8.07,879877,8.7,162,1,Kaggle Cow Mastitis (From milk)
COW-114,7.36,40.19,8.66,931830,16.4,158,1,Kaggle Cow Mastitis (From milk)
COW-125,7.22,39.81,9.26,1394597,5.7,185,1,Kaggle Cow Mastitis (From milk)
COW-111,7.33,40.34,6.91,476594,15.4,181,1,Kaggle Cow Mastitis (From milk)
COW-123,6.85,38.15,6.2,145847,17.2,84,0,Kaggle Cow Mastitis (From milk)
COW-110,7.36,39.84,7.92,681283,10.5,191,1,Kaggle Cow Mastitis (From milk)
COW-141,7.08,39.5,6.91,893608,14.1,227,1,Kaggle Cow Mastitis (From milk)
COW-108,6.96,39.38,8.28,1164162,13.7,7,1,Kaggle Cow Mastitis (From milk)
COW-119,7.16,40.6,7.18,854297,14.4,96,1,Kaggle Cow Mastitis (From milk)
COW-132,6.59,38.12,5.16,51206,14.5,19,0,Kaggle Cow Mastitis (From milk)
COW-147,7.35,40.15,7.78,800562,11.0,270,1,Kaggle Cow Mastitis (From milk)
COW-105,7.49,39.78,7.47,1000384,14.8,282,1,Kaggle Cow Mastitis (From milk)
COW-125,6.58,38.11,5.25,190687,25.9,67,0,Kaggle Cow Mastitis (From milk)
COW-122,7.04,39.32,7.58,767503,11.1,251,1,Kaggle Cow Mastitis (From milk)
COW-105,7.13,40.43,7.13,1127492,11.6,11,1,Kaggle Cow Mastitis (From milk)
COW-112,7.4,40.07,7.24,691980,14.2,168,1,Kaggle Cow Mastitis (From milk)
COW-105,6.5,38.43,4.86,96642,14.0,214,0,Kaggle Cow Mastitis (From milk)
COW-111,6.67,38.55,5.42,160056,21.7,296,0,Kaggle Cow Mastitis (From milk)
COW-125,7.2,40.15,7.34,1380342,9.4,124,1,Kaggle Cow Mastitis (From milk)
COW-136,7.09,39.19,8.27,1334755,16.5,16,1,Kaggle Cow Mastitis (From milk)
COW-132,6.68,38.32,5.08,148616,21.8,63,0,Kaggle Cow Mastitis (From milk)
COW-117,6.61,38.04,4.0,64865,15.0,60,0,Kaggle Cow Mastitis (From milk)
COW-131,7.32,38.9,8.06,488168,15.5,146,1,Kaggle Cow Mastitis (From milk)
COW-136,6.43,38.28,4.78,141681,17.7,210,0,Kaggle Cow Mastitis (From milk)
COW-107,7.44,39.92,7.98,1026075,12.2,54,1,Kaggle Cow Mastitis (From milk)
COW-147,7.3,39.41,9.46,454930,9.1,262,1,Kaggle Cow Mastitis (From milk)
COW-130,6.69,38.1,5.45,152461,21.7,25,0,Kaggle Cow Mastitis (From milk)
COW-141,6.58,38.5,5.14,105175,27.5,143,0,Kaggle Cow Mastitis (From milk)
COW-116,7.53,39.71,7.98,698661,15.4,266,1,Kaggle Cow Mastitis (From milk)
COW-112,6.44,38.38,5.18,69099,24.0,10,0,Kaggle Cow Mastitis (From milk)
COW-103,6.58,38.22,5.48,134524,19.5,257,0,Kaggle Cow Mastitis (From milk)
COW-124,6.57,38.53,5.14,191666,23.8,286,0,Kaggle Cow Mastitis (From milk)
COW-119,6.41,37.8,5.38,163192,22.4,94,0,Kaggle Cow Mastitis (From milk)
COW-135,7.45,39.75,8.25,1001535,11.9,233,1,Kaggle Cow Mastitis (From milk)
COW-105,7.37,39.47,7.74,823091,9.7,226,1,Kaggle Cow Mastitis (From milk)
COW-125,7.19,39.73,10.61,579299,13.3,235,1,Kaggle Cow Mastitis (From milk)
COW-147,6.42,38.65,4.6,187956,18.5,25,0,Kaggle Cow Mastitis (From milk)
COW-130,6.93,39.69,6.6,704663,13.2,130,1,Kaggle Cow Mastitis (From milk)
COW-111,7.02,39.72,7.09,657749,9.5,187,1,Kaggle Cow Mastitis (From milk)
COW-135,7.03,39.64,6.87,1173390,9.9,58,1,Kaggle Cow Mastitis (From milk)
COW-126,7.08,39.78,8.06,1216940,10.1,158,1,Kaggle Cow Mastitis (From milk)
COW-131,7.15,39.85,8.11,561879,14.5,59,1,Kaggle Cow Mastitis (From milk)
COW-116,7.12,40.21,7.67,524006,8.8,39,1,Kaggle Cow Mastitis (From milk)
COW-113,7.15,39.28,8.0,280956,16.5,267,1,Kaggle Cow Mastitis (From milk)
COW-144,7.25,39.03,8.57,1142500,10.9,62,1,Kaggle Cow Mastitis (From milk)
COW-127,7.31,39.32,7.56,1360614,7.3,160,1,Kaggle Cow Mastitis (From milk)
COW-108,6.88,39.97,6.67,763219,7.9,44,1,Kaggle Cow Mastitis (From milk)
COW-135,7.14,39.72,8.08,851940,11.6,16,1,Kaggle Cow Mastitis (From milk)
COW-116,6.84,38.14,4.86,140240,16.5,233,0,Kaggle Cow Mastitis (From milk)
COW-116,6.6,38.4,4.71,183544,22.1,78,0,Kaggle Cow Mastitis (From milk)
COW-139,6.34,38.65,5.87,187236,16.3,6,0,Kaggle Cow Mastitis (From milk)
COW-149,6.89,39.93,8.41,1042656,14.2,152,1,Kaggle Cow Mastitis (From milk)
COW-147,6.5,37.95,5.24,71310,22.9,192,0,Kaggle Cow Mastitis (From milk)
COW-133,6.92,40.25,8.24,1232272,8.5,129,1,Kaggle Cow Mastitis (From milk)
COW-102,6.51,38.37,4.61,80026,22.6,4,0,Kaggle Cow Mastitis (From milk)
COW-150,7.2,39.67,8.21,527802,12.8,63,1,Kaggle Cow Mastitis (From milk)
COW-128,7.21,40.59,9.15,675819,9.2,123,1,Kaggle Cow Mastitis (From milk)
COW-110,7.16,40.48,6.48,743258,11.2,227,1,Kaggle Cow Mastitis (From milk)
COW-120,7.35,39.31,6.4,1177720,11.9,113,1,Kaggle Cow Mastitis (From milk)
COW-115,6.66,38.2,5.28,73442,20.7,121,0,Kaggle Cow Mastitis (From milk)
COW-107,6.94,39.81,6.4,437476,9.3,149,1,Kaggle Cow Mastitis (From milk)
COW-111,6.46,38.17,4.8,153577,21.7,165,0,Kaggle Cow Mastitis (From milk)
COW-137,7.14,39.17,7.51,1119030,12.8,47,1,Kaggle Cow Mastitis (From milk)
COW-126,6.95,40.25,7.73,1327054,6.8,224,1,Kaggle Cow Mastitis (From milk)
COW-123,7.0,40.42,8.03,792572,16.5,12,1,Kaggle Cow Mastitis (From milk)
COW-132,7.2,39.25,7.61,1018709,14.1,176,1,Kaggle Cow Mastitis (From milk)
COW-149,6.56,38.2,5.43,111281,17.3,38,0,Kaggle Cow Mastitis (From milk)
COW-142,6.76,38.29,5.35,87513,27.2,113,0,Kaggle Cow Mastitis (From milk)
COW-133,6.54,37.95,4.89,138927,15.2,264,0,Kaggle Cow Mastitis (From milk)
COW-126,7.19,39.49,7.63,598777,11.1,269,1,Kaggle Cow Mastitis (From milk)
COW-102,6.7,38.44,5.77,107013,17.4,168,0,Kaggle Cow Mastitis (From milk)
COW-108,6.66,38.46,5.18,143737,17.8,83,0,Kaggle Cow Mastitis (From milk)
COW-112,7.21,40.44,6.4,673729,15.8,198,1,Kaggle Cow Mastitis (From milk)
COW-118,7.11,39.85,7.23,305745,9.6,289,1,Kaggle Cow Mastitis (From milk)
COW-109,7.12,40.24,6.66,1176607,11.8,251,1,Kaggle Cow Mastitis (From milk)
COW-113,7.49,39.04,8.35,776519,10.6,39,1,Kaggle Cow Mastitis (From milk)
COW-125,6.43,38.29,4.64,85864,19.7,56,0,Kaggle Cow Mastitis (From milk)
COW-110,6.88,39.84,7.74,232406,10.1,26,1,Kaggle Cow Mastitis (From milk)
COW-150,7.12,40.02,8.2,1357149,5.2,178,1,Kaggle Cow Mastitis (From milk)
COW-139,7.24,39.62,6.4,1004392,15.4,122,1,Kaggle Cow Mastitis (From milk)
COW-150,6.44,38.42,4.49,59019,18.1,81,0,Kaggle Cow Mastitis (From milk)
COW-128,6.6,38.31,5.17,140250,19.7,66,0,Kaggle Cow Mastitis (From milk)
COW-115,6.65,38.06,5.64,155755,16.7,113,0,Kaggle Cow Mastitis (From milk)
COW-135,6.59,38.32,5.01,164195,21.5,273,0,Kaggle Cow Mastitis (From milk)
COW-144,6.75,38.31,4.77,60963,28.8,251,0,Kaggle Cow Mastitis (From milk)
COW-147,7.37,39.51,8.29,923448,13.7,81,1,Kaggle Cow Mastitis (From milk)
COW-132,6.65,37.96,5.06,93001,17.0,35,0,Kaggle Cow Mastitis (From milk)
COW-128,7.39,40.01,7.97,1095997,13.7,76,1,Kaggle Cow Mastitis (From milk)
COW-125,6.45,38.43,5.05,115287,20.3,141,0,Kaggle Cow Mastitis (From milk)
COW-135,6.59,38.24,5.96,147542,22.5,228,0,Kaggle Cow Mastitis (From milk)
COW-114,7.02,39.34,8.17,985446,12.2,264,1,Kaggle Cow Mastitis (From milk)
COW-131,7.41,40.33,8.66,1350603,13.6,62,1,Kaggle Cow Mastitis (From milk)
COW-127,6.65,38.8,5.47,112933,19.5,194,0,Kaggle Cow Mastitis (From milk)
COW-113,7.16,40.01,8.9,553409,9.3,14,1,Kaggle Cow Mastitis (From milk)
COW-126,7.34,39.29,8.12,908303,12.1,268,1,Kaggle Cow Mastitis (From milk)
COW-103,6.39,38.32,4.9,145212,20.3,300,0,Kaggle Cow Mastitis (From milk)
COW-150,6.75,38.09,6.01,129254,30.8,111,0,Kaggle Cow Mastitis (From milk)
COW-148,7.55,39.94,7.72,553663,12.4,278,1,Kaggle Cow Mastitis (From milk)
COW-138,7.36,39.65,8.35,1156937,4.0,153,1,Kaggle Cow Mastitis (From milk)
COW-144,6.42,38.77,5.61,106906,19.5,15,0,Kaggle Cow Mastitis (From milk)
COW-121,7.47,38.9,6.4,814877,9.4,285,1,Kaggle Cow Mastitis (From milk)
COW-116,7.44,39.43,8.04,759128,12.9,227,1,Kaggle Cow Mastitis (From milk)
COW-104,6.59,38.65,4.83,56365,15.8,151,0,Kaggle Cow Mastitis (From milk)
COW-124,6.43,38.49,4.86,59526,22.2,34,0,Kaggle Cow Mastitis (From milk)
COW-130,6.67,38.74,5.11,90962,14.0,83,0,Kaggle Cow Mastitis (From milk)
COW-121,6.39,38.2,4.96,87686,18.6,286,0,Kaggle Cow Mastitis (From milk)
COW-149,7.11,39.14,7.46,573917,14.2,27,1,Kaggle Cow Mastitis (From milk)
COW-142,6.54,38.4,4.7,188849,15.6,215,0,Kaggle Cow Mastitis (From milk)
COW-113,6.44,38.62,4.74,55448,22.1,94,0,Kaggle Cow Mastitis (From milk)
COW-102,6.78,38.29,4.88,159366,16.4,13,0,Kaggle Cow Mastitis (From milk)
COW-128,6.61,38.46,4.31,69470,19.5,273,0,Kaggle Cow Mastitis (From milk)
COW-138,6.6,38.27,5.01,88320,18.2,1,0,Kaggle Cow Mastitis (From milk)
COW-133,6.85,38.61,5.38,51763,23.5,157,0,Kaggle Cow Mastitis (From milk)
COW-106,7.3,39.89,8.63,1064862,7.2,176,1,Kaggle Cow Mastitis (From milk)
COW-119,6.46,38.37,5.34,191886,25.5,104,0,Kaggle Cow Mastitis (From milk)
COW-137,7.36,40.23,8.11,545169,5.6,209,1,Kaggle Cow Mastitis (From milk)
COW-130,7.27,40.26,7.66,1323765,8.6,158,1,Kaggle Cow Mastitis (From milk)
COW-105,7.74,39.67,8.5,260565,11.1,157,1,Kaggle Cow Mastitis (From milk)
COW-123,6.5,38.76,4.78,84071,15.6,42,0,Kaggle Cow Mastitis (From milk)
COW-132,6.66,37.8,5.19,190193,17.8,140,0,Kaggle Cow Mastitis (From milk)
COW-115,6.62,38.5,5.02,110820,19.9,282,0,Kaggle Cow Mastitis (From milk)
COW-126,7.19,39.57,6.99,1271545,15.0,101,1,Kaggle Cow Mastitis (From milk)
COW-139,7.02,40.1,6.9,1225417,10.3,266,1,Kaggle Cow Mastitis (From milk)
COW-144,7.09,40.06,8.31,936643,13.1,90,1,Kaggle Cow Mastitis (From milk)
COW-116,7.09,39.84,8.7,1372409,9.3,109,1,Kaggle Cow Mastitis (From milk)
COW-124,6.58,38.03,5.19,51755,27.8,8,0,Kaggle Cow Mastitis (From milk)
COW-150,7.14,40.67,8.54,245779,10.0,215,1,Kaggle Cow Mastitis (From milk)
COW-123,6.56,38.55,5.65,158516,19.5,78,0,Kaggle Cow Mastitis (From milk)
COW-129,6.51,38.39,5.92,103902,21.4,53,0,Kaggle Cow Mastitis (From milk)
COW-130,7.01,39.8,6.66,613856,11.9,219,1,Kaggle Cow Mastitis (From milk)
COW-134,6.98,38.9,8.29,1070139,14.4,216,1,Kaggle Cow Mastitis (From milk)
COW-108,6.54,38.73,5.05,132583,23.7,92,0,Kaggle Cow Mastitis (From milk)
COW-149,6.6,38.24,5.0,173022,23.7,142,0,Kaggle Cow Mastitis (From milk)
COW-115,6.68,38.01,4.87,133853,15.8,103,0,Kaggle Cow Mastitis (From milk)
COW-110,7.3,39.94,8.91,1036230,7.9,292,1,Kaggle Cow Mastitis (From milk)
COW-122,7.3,39.36,8.59,575140,9.1,223,1,Kaggle Cow Mastitis (From milk)
COW-142,7.17,39.23,8.64,377761,9.3,202,1,Kaggle Cow Mastitis (From milk)
COW-129,6.64,38.45,4.61,72450,20.1,154,0,Kaggle Cow Mastitis (From milk)
COW-125,6.46,38.28,5.16,189220,19.5,73,0,Kaggle Cow Mastitis (From milk)
COW-108,6.63,38.73,5.69,120041,16.9,149,0,Kaggle Cow Mastitis (From milk)
COW-104,7.41,39.65,8.41,266447,13.9,81,1,Kaggle Cow Mastitis (From milk)
COW-133,6.69,38.43,4.12,61162,21.1,63,0,Kaggle Cow Mastitis (From milk)
COW-148,6.45,38.15,5.33,116949,21.6,5,0,Kaggle Cow Mastitis (From milk)
COW-140,6.62,37.9,5.46,93923,21.3,288,0,Kaggle Cow Mastitis (From milk)
COW-116,6.62,38.26,5.01,143051,22.7,141,0,Kaggle Cow Mastitis (From milk)
COW-120,7.35,40.06,9.22,738684,10.1,171,1,Kaggle Cow Mastitis (From milk)
COW-147,6.34,38.62,5.4,112870,17.3,18,0,Kaggle Cow Mastitis (From milk)
COW-135,6.5,37.96,4.81,190220,23.6,289,0,Kaggle Cow Mastitis (From milk)
COW-132,6.71,38.31,5.1,135714,22.8,277,0,Kaggle Cow Mastitis (From milk)
COW-128,6.99,39.92,7.66,901277,12.9,99,1,Kaggle Cow Mastitis (From milk)
COW-117,6.89,39.6,8.44,791324,15.0,226,1,Kaggle Cow Mastitis (From milk)
COW-116,7.5,39.26,6.83,604940,15.3,41,1,Kaggle Cow Mastitis (From milk)
COW-127,7.07,39.37,7.19,377275,11.1,227,1,Kaggle Cow Mastitis (From milk)
COW-133,7.19,40.06,9.06,1047295,14.2,64,1,Kaggle Cow Mastitis (From milk)
COW-133,6.75,38.64,4.53,150716,15.1,62,0,Kaggle Cow Mastitis (From milk)
COW-145,7.2,39.45,7.01,1133893,12.4,198,1,Kaggle Cow Mastitis (From milk)
COW-141,7.31,40.06,7.88,552554,13.2,264,1,Kaggle Cow Mastitis (From milk)
COW-150,7.2,40.42,8.42,278168,10.9,105,1,Kaggle Cow Mastitis (From milk)
COW-103,6.49,38.74,5.02,161004,21.6,194,0,Kaggle Cow Mastitis (From milk)
COW-133,7.11,39.27,6.4,505090,11.9,38,1,Kaggle Cow Mastitis (From milk)
COW-101,7.45,40.79,7.76,1066858,9.7,29,1,Kaggle Cow Mastitis (From milk)
COW-119,7.35,39.22,7.56,840791,13.6,120,1,Kaggle Cow Mastitis (From milk)
COW-136,7.05,39.48,7.26,265313,8.5,29,1,Kaggle Cow Mastitis (From milk)
COW-135,6.8,38.01,5.01,61055,19.3,126,0,Kaggle Cow Mastitis (From milk)
COW-145,7.24,40.25,7.7,978477,6.4,154,1,Kaggle Cow Mastitis (From milk)
COW-126,7.32,39.95,7.09,334100,12.3,80,1,Kaggle Cow Mastitis (From milk)
COW-136,7.35,40.02,7.45,702835,15.1,295,1,Kaggle Cow Mastitis (From milk)
COW-126,6.59,38.08,5.51,174198,24.3,14,0,Kaggle Cow Mastitis (From milk)
COW-138,6.63,38.4,5.74,188880,23.6,118,0,Kaggle Cow Mastitis (From milk)
COW-102,6.68,38.43,4.76,104219,17.8,23,0,Kaggle Cow Mastitis (From milk)
COW-128,7.28,39.29,7.14,648817,10.4,128,1,Kaggle Cow Mastitis (From milk)
COW-145,6.69,38.61,5.4,179421,18.3,180,0,Kaggle Cow Mastitis (From milk)
COW-126,6.54,38.3,5.52,154176,27.3,38,0,Kaggle Cow Mastitis (From milk)
COW-106,6.62,38.07,6.03,110402,24.3,26,0,Kaggle Cow Mastitis (From milk)
COW-150,6.64,38.5,5.03,64774,19.2,144,0,Kaggle Cow Mastitis (From milk)
COW-120,7.18,39.43,6.4,368816,12.4,229,1,Kaggle Cow Mastitis (From milk)
COW-147,7.49,39.15,7.75,288980,16.5,117,1,Kaggle Cow Mastitis (From milk)
COW-121,6.56,38.34,5.42,190438,16.0,154,0,Kaggle Cow Mastitis (From milk)
COW-145,7.49,39.93,8.02,1269021,13.8,17,1,Kaggle Cow Mastitis (From milk)
COW-125,6.58,38.3,5.15,91435,18.9,11,0,Kaggle Cow Mastitis (From milk)
COW-119,7.29,39.13,7.58,1238849,10.3,262,1,Kaggle Cow Mastitis (From milk)
COW-122,6.52,38.05,4.66,183172,29.7,119,0,Kaggle Cow Mastitis (From milk)
COW-148,7.32,39.72,6.65,891664,14.1,261,1,Kaggle Cow Mastitis (From milk)
COW-107,6.4,38.75,5.2,142889,19.4,107,0,Kaggle Cow Mastitis (From milk)
COW-121,6.58,38.63,4.91,151665,22.2,118,0,Kaggle Cow Mastitis (From milk)
COW-118,6.63,37.86,5.35,77566,17.3,46,0,Kaggle Cow Mastitis (From milk)
COW-119,7.12,39.85,7.07,1018408,12.1,215,1,Kaggle Cow Mastitis (From milk)
COW-148,6.49,38.56,5.79,66429,18.8,297,0,Kaggle Cow Mastitis (From milk)
COW-117,6.5,38.13,4.74,166971,21.1,138,0,Kaggle Cow Mastitis (From milk)
COW-101,7.12,39.22,6.63,461667,15.1,40,1,Kaggle Cow Mastitis (From milk)
COW-134,6.54,38.52,5.27,91888,19.1,3,0,Kaggle Cow Mastitis (From milk)
COW-128,7.0,39.76,7.23,327764,11.3,269,1,Kaggle Cow Mastitis (From milk)
COW-130,6.65,37.98,5.88,58387,23.5,162,0,Kaggle Cow Mastitis (From milk)
COW-138,7.3,40.37,7.5,1023913,13.6,251,1,Kaggle Cow Mastitis (From milk)
COW-126,6.52,38.29,5.55,165006,21.6,195,0,Kaggle Cow Mastitis (From milk)
COW-111,6.56,38.45,5.22,51311,14.9,113,0,Kaggle Cow Mastitis (From milk)
COW-131,6.41,38.43,5.45,152206,21.8,15,0,Kaggle Cow Mastitis (From milk)
COW-143,7.19,40.0,7.78,772897,14.2,36,1,Kaggle Cow Mastitis (From milk)
COW-101,6.78,38.52,5.09,131937,15.7,26,0,Kaggle Cow Mastitis (From milk)
